id,name,category,energy_level,venues,image_url_1,image_url_2,image_url_3,image_url_4,image_url_5
1745,"BERĂRIA H Live & Beer Hall","nightlife","high","BERĂRIA H (Bucharest)",,,,,
1896,"BOA (Beat of Angels) Hip-Hop & R&B Night","nightlife","","N/A",,,,,
1739,"BOA Beat of Angels Luxury Night","nightlife","high","BOA - Beat of Angels (Bucharest)",,,,,
1927,"Bruno Wine Bar: Cellar Vibes","nightlife","","N/A",,,,,
1918,"City-High Cocktails at NOR Sky (SkyTower)","nightlife","","N/A",,,,,
1928,"Club Șurubelnița: Underground Party Bar","nightlife","","N/A",,,,,
16,"Cluj Live Music & Club Night","nightlife","high","FORM Space (Cluj-Napoca)",,,,,
1968,"Concert Night at Doors Club","nightlife","","Doors Club (Constanța)",,,,,
1735,"Control Club Electronic Night","nightlife","high","Control Club (Bucharest)",,,,,
1742,"Corks Cozy Winebar Social Tasting","nightlife","medium","Corks Cozy Bar (Bucharest)",,,,,
1908,"Craft Beers at Beer O'Clock","nightlife","","N/A",,,,,
1951,"D'Arc Unirii Sessions","nightlife","","N/A",,,,,
1959,"EGO Mamaia Beach Club Nights","nightlife","","Ego Club Mamaia (Constanța (Mamaia))",,,,,
15,"Electronic Club Night in Bucharest","nightlife","high","Control Club (Bucharest)",,,,,
1746,"Energiea Gastropub Social Night","nightlife","medium","Energiea (Bucharest)",,,,,
1972,"Euphoria Music Hall – Big-Room Live & Party","nightlife","","Euphoria Music Hall (Cluj-Napoca)",,,,,
1736,"Expirat Halele Carol Live & DJ","nightlife","high","Expirat Halele Carol (Bucharest)",,,,,
1960,"Expirat Vama Veche Beach Sessions","nightlife","","Expirat Vama Veche (Vama Veche)",,,,,
1924,"Fire Club: Rock & Alternative","nightlife","","N/A",,,,,
1949,"Flying Circus Alt Nights","nightlife","","N/A",,,,,
1914,"Foraged Cocktails at FIX Me a Drink","nightlife","","N/A",,,,,
1970,"Fratelli Beach & Club – House by the Sea","nightlife","","Fratelli Beach & Club Mamaia (Mamaia (Constanța))",,,,,
1971,"Fratelli Iași – Luxe Mixed Music Night","nightlife","","Fratelli Lounge & Club Iași (Iași)",,,,,
1737,"Fratelli Studios High-End Clubbing","nightlife","high","Fratelli Studios (Bucharest)",,,,,
1747,"Green Hours Live Jazz Night","nightlife","medium","Green Hours 22 Jazz-Café (Bucharest)",,,,,
1938,"Halftime Sports Pub (Gabroveni)","nightlife","","N/A",,,,,
1965,"High-End Night at Epic Society","nightlife","","Epic Society (Timișoara)",,,,,
1916,"High-Gloss Nights at E3 by Entourage","nightlife","","N/A",,,,,
1897,"House Night at Fratelli Lounge & Club","nightlife","","N/A",,,,,
18,"Iași Night Out (Bars & Clubs)","nightlife","high","Fratelli Lounge & Club Iași (Iași)",,,,,
1901,"Intimate Jazz Night at Green Hours","nightlife","","N/A",,,,,
1958,"Jazz & Blues Club Târgu Mureș","nightlife","","Jazz & Blues Club Târgu Mureș (Târgu Mureș)",,,,,
1738,"Kristal Glam Club Techno Night","nightlife","high","Kristal Glam Club (Bucharest)",,,,,
1920,"LINEA / Closer to the Moon Rooftop","nightlife","","N/A",,,,,
1741,"Linea/Closer to the Moon Rooftop","nightlife","medium","Linea | Closer to the Moon (Bucharest)",,,,,
1912,"Live Anthems at Hard Rock Cafe Bucharest","nightlife","","N/A",,,,,
1900,"Live Band & Karaoke at Mojo Music Club","nightlife","","N/A",,,,,
1967,"Live Jazz at Jazz & Blues Club","nightlife","","Jazz & Blues Club Târgu Mureș (Târgu Mureș)",,,,,
1911,"Live Jazz Sessions at The JAZZ BOOK","nightlife","","N/A",,,,,
1955,"Lokal Oradea Rooftop Sundowners","nightlife","","Lokal Oradea (Oradea)",,,,,
1966,"Metal Nights at Rockstadt","nightlife","","Rockstadt Club (Brașov)",,,,,
1744,"Mojo Music Club Karaoke Night","nightlife","high","Mojo Music Club (Bucharest)",,,,,
1921,"Mojo: Karaoke & Live Band Nights","nightlife","","N/A",,,,,
1954,"Moszkva Oradea Alt Scene","nightlife","","Moszkva Cafe Oradea (Oradea)",,,,,
1956,"Music Pub Sibiu Rock Nights","nightlife","","Music Pub Sibiu (Sibiu)",,,,,
1740,"Nomad Skybar Rooftop Evenings","nightlife","medium","Nomad Skybar (Et.2)",,,,,
1915,"Origo Cocktail Evenings (Old Town)","nightlife","","N/A",,,,,
1913,"Peak Weekend at FACE Club","nightlife","","N/A",,,,,
1964,"Premium Party at NOA – Nest of Angels","nightlife","","Club NOA – Nest of Angels (Cluj-Napoca)",,,,,
1937,"Pura Vida Sky Bar (Old Town)","nightlife","","N/A",,,,,
1929,"Quantic: Rock & Metal Live","nightlife","","N/A",,,,,
1904,"Queens Club LGBTQ+ Night","nightlife","","N/A",,,,,
1898,"Rooftop Cocktails at NOMAD Skybar","nightlife","","N/A",,,,,
1899,"Rooftop Sundowners at Linea / Closer to the Moon","nightlife","","N/A",,,,,
1922,"SHOTERIA Old Town: Rapid-Fire Shots","nightlife","","N/A",,,,,
1909,"Sports & Pints at St. Patrick Irish Pub","nightlife","","N/A",,,,,
1925,"St. Patrick Irish Pub: Sports & Pints","nightlife","","N/A",,,,,
1902,"Stand-Up Night at The Fool Comedy Club","nightlife","","N/A",,,,,
1950,"Steampunk Cocktails at Joben","nightlife","","N/A",,,,,
1895,"Student Night at Kulturhaus Bucharest","nightlife","","N/A",,,,,
1919,"Sunset Rooftops at 18 Lounge (City Gate)","nightlife","","N/A",,,,,
1894,"Tech-House Marathon at Kristal Glam Club","nightlife","","N/A",,,,,
17,"Timisoara Club Night","nightlife","high","Database Club Timișoara (Timișoara)",,,,,
1961,"Tipografia Culture Bar","nightlife","","Tipografia (Brașov)",,,,,
1917,"Uanderful: Floreasca Lounge & Late Drinks","nightlife","","N/A",,,,,
1957,"Underground The Pub: Iași Rock Cellar","nightlife","","Underground Pub Iași (Iași)",,,,,
1953,"Viniloteca: Wine & Wax Nights","nightlife","","Viniloteca (Timișoara)",,,,,
1963,"VIP Glam Night at BOA - Beat of Angels","nightlife","","BOA – Beat of Angels Bucharest (Bucharest)",,,,,
1962,"Yolka Skybar Sundowners","nightlife","","Yolka Bar (Cluj-Napoca)",,,,,
216,"Beach Tennis Doubles","racket_sports","high","Padel Club Constanța (Mamaia) (Mamaia)",,,,,
215,"Pickleball Social Play","racket_sports","high","Pickleball Bucharest (Community) (Bucharest)",,,,,
214,"Table Tennis Club Session","racket_sports","high","Ping Pong Academy (Bucharest)",,,,,
90,"Boat Ride on Herăstrău Lake","romance","low","Debarcader Central Herăstrău (ALPAB) (Bucharest)",,,,,
76,"Couples' Photoshoot in Old Town","romance","low","Strada Lipscani – Old Town Bucharest (Bucharest)",,,,,
31,"Hot Air Balloon Flight near Cluj","romance","low","Wonderland Cluj Resort – Hot Air Balloon (Cluj-Napoca)",,,,,
72,"NOR Sky Rooftop Dinner for Two","romance","low","NOR Sky Casual Restaurant (Bucharest) | NOR Sky Casual Restaurant (Bucharest)",,,,,
74,"Private Boat Ride on Herăstrău Lake","romance","low","LaȘtunul Boats – Herăstrău Park (Bucharest) | LaȘtunul Boats – Herăstrău Park (Bucharest)",,,,,
115,"Private Cooking Class for Two (Bucharest)","romance","medium","Société Gourmet – Cooking Classes & Event House (Bucharest)",,,,,
75,"Private Snagov Lake Boat Cruise","romance","low","Snagov Club Boats (Snagov) | Snagov Club Boats (Snagov)",,,,,
30,"Romantic Boat Ride on Herăstrău Lake","romance","low","Debarcader Central Herăstrău – Miorița (ALPAB Boat Rental) (Bucharest)",,,,,
88,"Romantic Candlelight Concert (Fever)","romance","low","Candlelight Concerts (various venues) (Bucharest)",,,,,
73,"Rooftop Cocktails at Linea/Closer to the Moon","romance","medium","LINEA/Closer to the Moon (Bucharest) | LINEA/Closer to the Moon (Bucharest)",,,,,
114,"Rooftop Dinner with City Views (Bucharest)","romance","low","NOR Sky Casual Restaurant (SkyTower) (Bucharest)",,,,,
89,"Stargazing at Vasile Urseanu Observatory","romance","low","Observatorul Astronomic Amiral Vasile Urseanu (Bucharest)",,,,,
116,"Stargazing Night near Bucharest","romance","low","Snagov Club – Lakeside Hotel & Gardens (Snagov)",,,,,
113,"Sunset Picnic in Herăstrău Park","romance","low","Parcul Regele Mihai I al României (Herăstrău Park) (Bucharest)",,,,,
34,"Christmas Market Bucharest (Constitution Square)","seasonal","low","Bucharest Christmas Market – Piața Constituției (Bucharest)",,,,,
33,"Christmas Market Cluj-Napoca (Piața Unirii)","seasonal","low","Târgul de Crăciun Cluj-Napoca – Piața Unirii (Cluj-Napoca)",,,,,
32,"Christmas Market Sibiu (Piața Mare)","seasonal","low","Târgul de Crăciun din Sibiu – Piața Mare (Sibiu)",,,,,
35,"Christmas Market Timișoara (Victory Square)","seasonal","low","Târgul de Crăciun Timișoara – Piața Victoriei (Timișoara)",,,,,
1331,"321sport Community Run","social","medium","321sport – Running Culture (Sos. Kiseleff)",,,,,
1946,"Affordable Lengths at Olimpia (Iancului)","social","","N/A",,,,,
1942,"After-Work Dip at Daimon Wellness (Tineretului)","social","","N/A",,,,,
147,"Arthouse Cinema Session (Elvire Popesco)","social","low","N/A",,,,,
1463,"BlaBla Language Exchange (Constanța)","social","medium","Irish Pub Constanța (Constanța)",,,,,
1457,"BlaBla Language Exchange (Iași)","social","medium","Czech In – Resto Brewery (Iași)",,,,,
68,"Board Game Night in Bucharest Old Town","social","medium","Bucharest Geek Hub (Bucharest) | Snakes & Wizards Board Game Café (Bucharest) | Bucharest Geek Hub (Bucharest) | Snakes & Wizards Board Game Café (Bucharest)",,,,,
1333,"Board Game Social at The Guild Hall","social","low","The Guild Hall (Cluj-Napoca)",,,,,
1458,"Board Games Night at Harmony Cafe","social","medium","Harmony Cafe (Iași)",,,,,
1459,"Board Games Zone Social (Timișoara)","social","medium","Board Games Zone (Timișoara)",,,,,
1907,"Board-Game Evening at Snakes & Wizards","social","","N/A",,,,,
19,"Bucharest Escape Room Challenge","social","medium","Mystery Rooms Escape București (Bucharest)",,,,,
71,"Bucharest Language Exchange Social","social","low","Pardon Pub & More (Bucharest)",,,,,
107,"Bucharest Trivia Night at a Craft Beer Bar","social","medium","Hop Hooligans Taproom (Bucharest)",,,,,
1945,"Campus Swim at Carol Davila Pool (Cotroceni)","social","","N/A",,,,,
1944,"City-Centre Swim at Novotel Wellness","social","","N/A",,,,,
1941,"Club Swim & Sun at Stejarii Country Club","social","","N/A",,,,,
20,"Cluj Escape Room Adventure","social","medium","The Dungeon Escape Room (Cluj-Napoca)",,,,,
1595,"Cowork Timișoara Language Hangout","social","medium","Cowork Timișoara – The Office (Timișoara)",,,,,
1597,"Deane's Wednesday Pub Quiz (Brașov)","social","medium","Deane's Irish Pub & Grill (Brașov)",,,,,
1599,"Encanto Latin Social (Constanța)","social","high","Encanto Dance Academy (Constanța)",,,,,
70,"Escape Room Marathon (Central Bucharest)","social","medium","The Void Escape Room (Bucharest) | Inside Rooms (Bucharest) | The Void Escape Room (Bucharest) | Inside Rooms (Bucharest)",,,,,
1939,"Evening Lanes at Dinamo Olympic Pool","social","","N/A",,,,,
1460,"ExitGames Team Escape (Timișoara)","social","medium","ExitGames Timișoara (Timișoara)",,,,,
86,"Free-Roam VR Arena & Escape Games (Gateway VR)","social","medium","Gateway VR Studio (Bucharest)",,,,,
85,"Fun Bowling & Billiards at Trickshot","social","medium","Trickshot Promenada (Bucharest) | Trickshot Mega Mall (Bucharest)",,,,,
1948,"Grand Lanes at World Class The Grand (JW Marriott)","social","","N/A",,,,,
1906,"Hookah & Lounge at Macca-Villacrosse (Hugo)","social","","N/A",,,,,
87,"Immersive Escape Room Adventure","social","medium","Escape Arena (Bucharest) | The Void Escape Room (Bucharest)",,,,,
1339,"Impact Hub Community Friday","social","low","Impact Hub Bucharest – Timpuri Noi (Bucharest)",,,,,
1335,"Improteca Improv Jam Night","social","medium","Improteca – Teatru de Improvizație (Bucharest)",,,,,
1930,"Infinity Hookah Lounge (Eminescu)","social","","N/A",,,,,
84,"Karaoke Night at Mojo Music Club","social","high","Mojo Music Club (Bucharest)",,,,,
1903,"KIKI Lounge & Bar (LGBTQ+ friendly) Cocktails","social","","N/A",,,,,
1935,"KLANdestin: IOR Park View Drinks","social","","N/A",,,,,
1943,"Laps & Steam at Crowne Plaza ANA Spa","social","","N/A",,,,,
1591,"Legend Pub Quiz Night","social","medium","Legend Pub (Iași)",,,,,
1334,"Level Up Language Exchange Meetup","social","medium","Level Up Language Exchange (Bucharest)",,,,,
1342,"Mojo's Weekly Pub Quiz (Social Teams)","social","low","Mojo Music Club (Bucharest)",,,,,
1600,"NEXT DOOR Game Night (Constanța)","social","medium","NEXT DOOR Socializing Space (Constanța)",,,,,
1931,"Nova Lounge & Hookah (Ferdinand)","social","","N/A",,,,,
1461,"Pub Quiz Night at O'Peter's Irish Pub (Brașov)","social","medium","O'Peter's Irish Pub & Grill (Brașov)",,,,,
69,"Pub Quiz Night in the Old Town (Mojo & The PUB)","social","medium","Mojo Music Club (Bucharest) | The PUB Universității (Bucharest) | Mojo Music Club (Bucharest) | The PUB Universității (Bucharest)",,,,,
1462,"Puzzle Punks Board-Games Social (Brașov)","social","medium","Puzzle Punks – Board Games Café (Brașov Civic Center)",,,,,
141,"Quick Reset: Aesthetic Coffee Spots (15–30 min)","social","low","N/A",,,,,
1592,"Retro Café Board-Game Social","social","medium","Retro Café (Iași)",,,,,
1336,"Runners Club Cluj – Social Run","social","medium","Runners Club (Cluj-Napoca)",,,,,
1952,"Scârț Loc Lejer Living-Room Lounge","social","","N/A",,,,,
1947,"Semi-Olympic Session at World Class Mega Mall (Pantelimon)","social","","N/A",,,,,
1344,"Seneca AntiCafe – Board Game & Social Work Sesh","social","low","Seneca AntiCafe (Bucharest)",,,,,
1340,"Social Ping-Pong at Ping Pong Academy","social","medium","Ping Pong Academy (Bucharest)",,,,,
1936,"Sports Bar Titan: Billiards & Darts","social","","N/A",,,,,
1940,"Sunset Splash at Magic Place Aqua Park","social","","N/A",,,,,
1337,"Team Escape at Captive","social","medium","Captive Escape Rooms (Bucharest)",,,,,
1338,"The Dungeon – Team Escape Night","social","medium","The Dungeon (Cluj-Napoca)",,,,,
1464,"The Escapers Team Escape (Constanța)","social","medium","The Escapers – Real Room Escape (Constanța)",,,,,
1601,"Toastmasters Public Speaking Night (Constanța)","social","medium","Constanța Toastmasters Club (Constanța)",,,,,
1590,"Toastmasters Public Speaking Night (Iași)","social","medium","Iași Toastmasters (Str. Elena Doamna 20-22)",,,,,
1593,"Toastmasters Public Speaking Night (Timișoara)","social","medium","Timisoara Toastmasters Club (Timișoara)",,,,,
1933,"Trickshot AFI Cotroceni: Lanes & Cocktails","social","","N/A",,,,,
1932,"Trickshot Mega Mall: Bowling & Bar","social","","Trickshot Mega Mall (Bucharest)",,,,,
1934,"Trickshot Promenada Rooftop","social","","Trickshot Promenada (Bucharest)",,,,,
1332,"Vertical Spirit Social Climb Night","social","high","Vertical Spirit Climbing Gym – Sala 2 (Bucharest)",,,,,
1594,"Vineri 15 Riverfront Quiz Night","social","medium","Vineri 15 (Timișoara)",,,,,
1343,"Volleyball Social Play – CCSS Tei","social","high","Complexul Sportiv Studențesc Tei (Bucharest)",,,,,
1596,"ZborHub Language Exchange (Brașov)","social","medium","ZborHub Brașov (Brașov)",,,,,
95,"5-a-Side Football Pitch Hire (South)","sports","high","ARGMAN Football Complex (Bucharest)",,,,,
211,"50m Lap Swim (Olympic Pool)","sports","medium","Complexul de Natație Otopeni (Otopeni)",,,,,
81,"Badminton Courts & Group Play (Sun Plaza)","sports","medium","Badminton Armada (Elite Performance Center) (Bucharest) | Badminton Armada (Elite Performance Center) (Bucharest)",,,,,
198,"Basketball Court Booking (Full Court Run)","sports","high","N/A",,,,,
83,"Beginner Archery Class (Sector 5 Range)","sports","medium","White Tiger Archery (Bucharest) | White Tiger Archery (Bucharest)",,,,,
200,"Boxing Gym Session (Pads & Bag)","sports","high","Stan Box Academy (Bucharest)",,,,,
2003,"Club Badminton at CSM Timișoara","sports","high","Club Badminton at CSM Timișoara (Timișoara)",,,,,
1987,"Coastal Tennis at Tenis Club IDU","sports","high","Coastal Tennis at Tenis Club IDU (Mamaia) | Coastal Tennis at Tenis Club IDU (Mamaia)",,,,,
2001,"Community Badminton at Banu Sport","sports","high","Community Badminton at Banu Sport (Timișoara)",,,,,
1990,"Community Tennis at BDK Tennis Herăstrău","sports","high","Community Tennis at BDK Tennis Herăstrău (București) | Community Tennis at BDK Tennis Herăstrău (București)",,,,,
1998,"Competitive Badminton at Badminton Club Cluj","sports","high","Competitive Badminton at Badminton Club Cluj (Cluj-Napoca)",,,,,
207,"Dodgeball League Night","sports","high","Dodgeball Romania (IRIS Arena) (Bucharest)",,,,,
746,"Downhill MTB – Bike Resort Sinaia","sports","high","Bike Resort Sinaia (Gondola Base) (Sinaia)",,,,,
213,"Fencing Intro: Foil Basics","sports","high","ACS Balestra Fencing Club (Bucharest)",,,,,
204,"Footvolley/Beach Football On Sand","sports","high","SandVibes Beach Sports Arena (Bucharest)",,,,,
208,"Handball Pickup (Full-Court)","sports","high","Sala Antilopa (Bucharest)",,,,,
82,"Ice Skating Session (AFI Cotroceni)","sports","medium","Cotroceni on Ice (AFI Mall) (Bucharest) | Cotroceni on Ice (AFI Mall) (Bucharest)",,,,,
199,"Indoor Volleyball Session","sports","high","IRIS Sports Arena (Bucharest)",,,,,
29,"Intro to Golf in Transylvania","sports","medium","Transilvania Golf Club (Sânpaul)",,,,,
93,"Laser Tag Battles","sports","high","LaserMaxx (Vitan/Unirii) (Bucharest) | Laser Megazone (Titan Park) (Bucharest)",,,,,
1996,"Modern Tennis at iTENIS Iași","sports","high","Modern Tennis at iTENIS Iași (Iași)",,,,,
1986,"Modern Tennis at Winners Sports Club","sports","high","Modern Tennis at Winners Sports Club (Cluj-Napoca) | Modern Tennis at Winners Sports Club (Cluj-Napoca)",,,,,
1995,"Moldavian Tennis at Tenis Club Leo","sports","high","Moldavian Tennis at Tenis Club Leo (Iași)",,,,,
1993,"Mountain City Tennis at Tenis Arena Brașov","sports","high","Mountain City Tennis at Tenis Arena Brașov (Brașov)",,,,,
210,"Muay Thai/Kickboxing Class","sports","high","Benny Fight Academy (Bucharest)",,,,,
2000,"Multi-Sport Badminton at AeroSquash Băneasa","sports","high","Multi-Sport Badminton at AeroSquash Băneasa (București)",,,,,
1991,"National Training at Centrul Național de Tenis","sports","high","National Training at Centrul Național de Tenis (București) | National Training at Centrul Național de Tenis (București)",,,,,
94,"Padel Court Booking (Romexpo Area)","sports","medium","PadelX Romexpo Courts (Bucharest)",,,,,
222,"Park Orienteering Challenge","sports","high","Park Tour Orienteering (Bucharest) (Bucharest)",,,,,
1989,"Parkside Tennis at North Tennis Herăstrău","sports","high","Parkside Tennis at North Tennis Herăstrău (București) | Parkside Tennis at North Tennis Herăstrău (București)",,,,,
1985,"Premium Tennis at Stejarii Country Club","sports","high","Premium Tennis at Stejarii Country Club (București) | Premium Tennis at Stejarii Country Club (București)",,,,,
205,"Rugby Intro Session (Non-contact Basics)","sports","high","RC Grivița (Training Ground) (Bucharest)",,,,,
5,"Skiing in Poiana Brașov","sports","high","SERVE – Ceptura Winery (Ceptura) | R&J Ski School Poiana Brașov (Poiana Brașov) | Interski Romania – Poiana Brașov (Poiana Brașov) | BearWatching.ro (Brasov) (Brașov) | Transylvanian Wolf – Wildlife Tours (Zărnești) | Black Sea Paddlers (Mangalia) | Domeniile Budureasca ( Gura Vadului) | S.E.R.V.E. Ceptura ( Ceptura de Jos) | Paint & Party Studio (Universitate) (Bucharest) | Lacerta Winery – Visits & Tasting (Fînțești) | Budureasca Winery – Visitor Centre (Gura Vadului) | PadelMania Pipera (Bucharest) | Peak Padel Cluj (Florești) (Florești) | Nemo Diving Center (Eforie Nord) (Eforie Nord) | ScubaZone Constanța (Dive Center) (Constanța) | SetSail Sailing School (Constanța Marina) ( Constanța) | Chef's Home Studio (central) (Bucharest) | Telecabina Bușteni (Cable Car) (Bușteni) | NOR Sky Casual Restaurant (Bucharest) | TNT Brothers – Clinceni DZ (Clinceni) | Badminton Armada (Elite Performance Center) (Bucharest) | Cotroceni on Ice (AFI Mall) (Bucharest) | White Tiger Archery (Bucharest) | Observatorul Astronomic Amiral Vasile Urseanu (Bucharest) | VMAX Karting Romexpo (Bucharest) | Vertical Spirit (Baicului) (Bucharest)",,,,,
1997,"Social Badminton at WePlay Brașov","sports","high","Social Badminton at WePlay Brașov (Brașov)",,,,,
2002,"Sports Hall Badminton at Sala STOMART","sports","high","Sports Hall Badminton at Sala STOMART (Iași)",,,,,
80,"Squash Session & Coaching (Central-East)","sports","high","Squash4All (Bucharest) | Squash4All (Bucharest)",,,,,
2004,"Student Club Badminton at Sportul Studențesc","sports","high","Student Club Badminton at Sportul Studențesc (București)",,,,,
203,"Tennis Lesson Or Court (Herăstrău)","sports","high","VIA Tenis (Herăstrău) (Bucharest)",,,,,
212,"Track Session (Iolanda Balaș-Soter)","sports","high","Stadion Iolanda Balaș-Soter (Bucharest)",,,,,
1999,"Training & Play at ACS Pro Badminton","sports","high","Training & Play at ACS Pro Badminton (București)",,,,,
206,"Ultimate Frisbee Pickup Night","sports","high","Revolution Ultimate (Tineretului) (Bucharest) | Romanian Ultimate – Bucharest Pickup (Bucharest)",,,,,
1994,"Urban Tennis at Tenis Club AS","sports","high","Urban Tennis at Tenis Club AS (Timișoara)",,,,,
1988,"Wellness & Tennis at Pescariu Sports","sports","high","Wellness & Tennis at Pescariu Sports (București) | Wellness & Tennis at Pescariu Sports (București)",,,,,
1992,"Western Tennis at Tenis Timișoara","sports","high","Western Tennis at Tenis Timișoara (Moșnița Nouă)",,,,,
27,"Black Sea Coastal Kayaking Coaching","water","medium","JT Watersports Mamaia (Constanța)",,,,,
803,"Black Sea Intro Dive with Marine Explorers","water","high","Marine Explorers Dive Center (Constanța)",,,,,
14,"Black Sea Sea-Kayaking (Mangalia)","water","medium","Black Sea Paddlers (Mangalia)",,,,,
738,"Buzău River Whitewater Rafting (Class III–IV) with Green Adventure","water","high","Green Adventure – Buzău Base (Nehoiu/Buzău)",,,,,
801,"Full-Size Cable Wakeboarding at A2Wake (km 49 A2)","water","high","A2Wake Cable Park (Autostrada Soarelui km 49)",,,,,
319,"Jet Ski Bursts on Lake Siutghiol (JT Watersports Mamaia)","water","high","JT Watersports Mamaia (Constanța)",,,,,
739,"Jiu Gorge Whitewater Rafting (Class III–IV)","water","high","Rafting Jiu – Jiu Gorge Base (Bumbești-Jiu)",,,,,
745,"Kitesurfing Lessons – H2O Kiteboarding Mamaia","water","high","H2O Kiteboarding Mamaia (Mamaia)",,,,,
275,"Scuba Diving — Discover Scuba (DSD)","water","high","Black Sea Diving School (Constanța)",,,,,
234,"Stand-Up Paddle (City Session)","water","high","SUP Academy (City) (Bucharest)",,,,,
235,"Surfing Lesson (Black Sea)","water","high","Fun Surf Constanța (Constanța)",,,,,
276,"Traditional Rowing (Canotcă) Basics","water","high","Rowmania (Ivan Patzaichin) (Tulcea)",,,,,
28,"Wakeboarding Session near Bucharest","water","high","iWake Romania – Wakeboard & Wakesurf Snagov (Snagov)",,,,,
236,"Windsurfing Intro (Mamaia)","water","high","IAKI Arena (Beach Sports) (Mamaia)",,,,,
60,"Ana Aslan Health Spa Day – Eforie Nord","wellness","low","Ana Health Spa – Hotel Europa (Eforie Nord)",,,,,
155,"Ana Spa Daypass at Crowne Plaza","wellness","low","N/A",,,,,
1019,"Aquapark Nymphaea Day Pass","wellness","medium","Aquapark Nymphaea (Oradea)",,,,,
61,"Aqvatonic Med Spa Pass – Eforie Nord","wellness","medium","Aqvatonic Med Spa – Steaua de Mare (Eforie Nord)",,,,,
175,"Aromatherapy & natural perfume workshop","wellness","low","N/A",,,,,
26,"Balvanyos Forest Spa Ritual","wellness","low","Balvanyos Resort – Grand Santerra Spa (Băile Balvanyos)",,,,,
1020,"Ensana Sovata Spa & Saltwater Pools","wellness","low","Ensana Health Spa Sovata (Sovata)",,,,,
150,"Express Beauty Reset (GETT'S Color Bar – malls)","wellness","low","N/A",,,,,
152,"Full-Day Thermal & Sauna at Therme București","wellness","low","N/A",,,,,
1021,"Grand Santerra Spa Forest Thermal Session","wellness","low","Grand Santerra Spa (Km 23)",,,,,
156,"Halotherapy Day at Slănic Prahova Salt Mine","wellness","low","N/A",,,,,
174,"Halotherapy in urban salt rooms","wellness","low","N/A",,,,,
24,"Oradea Thermal Aqua Day (Aquaparks)","wellness","medium","Aquapark Nymphaea Oradea (Oradea)",,,,,
154,"Orchid Thai Spa – Aromatherapy Ritual","wellness","low","N/A",,,,,
136,"Shiseido Spa Rituals at Stejarii Country Club","wellness","low","N/A",,,,,
25,"Sovata Bear Lake & Spa Day","wellness","low","Ensana Sovata Health Spa Hotel (Sovata)",,,,,
153,"Thai Massage & Aromatherapy (THAIco Spa Dorobanți)","wellness","low","N/A",,,,,
1018,"Therme București Full-Day Thermal Spa","wellness","low","Therme București (Balotești)",,,,,
1,"Therme București Wellness Day","wellness","medium","Therme București – Galaxy (București (Balotești)) | Therme București – The Palm & Elysium (București (Balotești))",,,,,
135,"Urban Hammam & Thermal Circuit (Orhideea Spa)","wellness","low","București Mall – Seasonal Ice Rink (Bucharest)",,,,,
196,"Wellness visit: Salina Turda (salt mine)","wellness","low","N/A",,,,,
868,"Avalanche Skills & Freetouring – Bâlea","winter","high","Experience Detour – Avalanche Workshop (Cârțișoara 557075)",,,,,
863,"Azuga Guided Snowmobile Ride","winter","high","Snowmobile Base Azuga (Azuga 105100)",,,,,
748,"Backcountry Snowmobile Tour – Harghita-Mădăraș","winter","high","Adventure Club Harghita – Snowmobile HQ (Mădăraș)",,,,,
864,"Bâlea Ice Climbing Intro","winter","high","Alpine Tours – Ice Clinics (Cârțișoara 557075)",,,,,
859,"Bâlea Ski Mountaineering Clinic (Făgăraș)","winter","high","Alpine Tours – IFMGA Guides (Cârțișoara 557075)",,,,,
870,"Bicaz Gorges Ice Climbing","winter","high","Outdoor The World – Bicaz Ice (Lacu Roșu)",,,,,
866,"Bucegi Ski Touring (Busteni/Sinaia)","winter","high","Iulian Cozma – MountainGuide.ro (Brașov (office))",,,,,
860,"Făgăraș Ski Touring Week (High Alpine)","winter","high","Explore-Share IFMGA Listing – Făgăraș (Cârțișoara 557075)",,,,,
865,"Făgăraș Winter Mountaineering Weekend","winter","high","Zaiko Adventures (Cluj HQ) (Baciu (Cluj))",,,,,
862,"Harghita Husky Dog-Sledding Ride","winter","high","Husky Tours Harghita (Ciumani 537050)",,,,,
869,"Héliski Făgăraș (Freeride Vertical)","winter","high","HeliSki Romania – Făgăraș Program (Sibiu/Sălătrucu)",,,,,
867,"Poiana Brașov Steep Snowshoe Traverse","winter","high","Experience Detour – Backcountry (Brașov)",,,,,
861,"Retezat Backcountry Ski (6-Day)","winter","high","Explore-Share – Retezat Program (Râu de Mori 337380)",,,,,
