activity_slug,name,address,city,region,latitude,longitude,booking_url,website,phone,price_tier,seasonality,blurb,tags_equipment,tags_requirement,tags_context,tags_cost_band,opening_hours_monday,opening_hours_tuesday,opening_hours_wednesday,opening_hours_thursday,opening_hours_friday,opening_hours_saturday,opening_hours_sunday,source_url,notes
bucharest-rooftop-cocktails-linea,LINEA/Closer to the Moon,Strada Lipscani 17,Bucharest,București,44.4326,26.0984,https://booklinea.ro/,https://booklinea.ro/,+40 748 339 917,$$,shoulder,"Stylish rooftop with creative cocktails, photo-friendly décor and seasonal pop-ups; popular for golden-hour dates.",none,booking-recommended,"date,friends,small-group",$$,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-02:00,16:00-02:00,16:00-00:00,https://booklinea.ro/,Booking page
herastrau-private-boat-cruise,LaȘtunul Boats – Herăstrău Park,Aleea Michael Jackson 1 (Aviatorilor),Bucharest,București,44.4765,26.0865,https://www.facebook.com/lastunul/,https://www.facebook.com/lastunul/,+40 735 972 777,$$,summer,Rowboats and small electric boats for private laps around the lake; pay-by-time with optional extras.,provided,booking-optional,"date,small-group",$$,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-21:00,10:00-21:00,10:00-20:00,https://www.facebook.com/lastunul/,Seasonal hours; check weather
snagov-private-boat-cruise,Snagov Club Boats,"Str. Stejarului 1, Snagov",Snagov,Ilfov,44.6958,26.1884,https://snagovclub.ro/ro/rezervari/,https://snagovclub.ro/ro/,+40 21 351 20 11,$$,summer,Private skipper-led cruises; add sparkling wine or picnics; easy access from Bucharest (c. 40–60 min).,provided,booking-required,"date,small-group",$$,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-22:00,10:00-22:00,10:00-20:00,https://snagovclub.ro/ro/,Contact page
edenland-park-adventure,Edenland Park,Strada Cantonului 12,Balotești,Ilfov,44.6544,26.1000,https://www.edenland.ro/activities-and-costs/,https://www.edenland.ro/,+40 733 365 263,$$,shoulder,"Big forest adventure park with ziplines, aerial circuits, archery, paintball and cafés; close to city.",helmet,booking-required,"family,friends,group",$$,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,10:00-19:00,https://www.edenland.ro/contact-us/,Hours vary by season
comana-adventure-park,Parc Aventura Comana,"Str. Gelu Naum 607, Comana",Comana,Giurgiu,44.1160,26.1490,https://parcaventuracomana.ro/,https://www.facebook.com/parcaventuracomana/,+40 743 079 934,$$,shoulder,"Treetop routes, zipline and boats in a nature park; food stalls and shaded rest areas for families.",helmet,booking-recommended,"family,group,friends",$$,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,10:00-19:00,https://romaniatravel.guide/en/poi/leisure-park/comana-adventure-park/52737204/,Times vary seasonally
clinceni-tandem-skydiving,TNT Brothers – Clinceni DZ,"Str. Aeroportului 114, Cornetu",Clinceni,Ilfov,44.3570,25.9470,https://www.tnt-brothers.ro/en/homepage/,https://skydivestore.ro/contact-us/,+40 371 100 200,$$$,summer,Tandem skydives with video add-ons; modern aircraft; dropzone shop on site; weekends book up fast.,provided,booking-required,"solo,small-group",$$$,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,https://uspa.org/DZdetails?accountnumber=249223,Open days depend on weather
bucharest-squash-session,Squash4All,Calea Vitan 289,Bucharest,București,44.4160,26.1460,https://squash4all.ro/booking/,https://squash4all.ro/,+40 737 600 297,$$,all,"Five WSF-spec courts, coaching, and equipment rental; convenient for after-work play; online booking.",racket,booking-required,"solo,friends,group",$$,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,https://squash4all.ro/booking/,Hours per booking grid
bucharest-badminton-session,Badminton Armada (Elite Performance Center),"Calea Văcărești 391 (Sun Plaza, -1)",Bucharest,București,44.4070,26.1170,https://badmintonarmada.ro/rezervari/,https://badmintonarmada.ro/,+40 764 163 663,$$,all,Daily coached groups and open courts; easy online booking; rackets available; friendly club culture.,racket,booking-required,"solo,group,friends",$$,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-22:00,09:00-22:00,https://badmintonarmada.ro/,Hours typical; check schedule
cotroceni-ice-skating-session,Cotroceni on Ice (AFI Mall),Bd. Gen. Paul Teodorescu 4,Bucharest,București,44.4322,26.0608,https://patinoarafi.ro/en/home/,https://patinoarafi.ro/en/home/,+40 724 064 766,$$,winter,"Year-round indoor rink with rental skates, themed sessions and lessons; perfect rainy-day activity in AFI mall.",rental-gear,booking-optional,"family,friends,group",$$,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,12:00-21:30,12:00-21:30,https://patinoarafi.ro/en/home/,Session schedule on site
bucharest-archery-intro,White Tiger Archery,"Calea Rahovei 301, et. 8",Bucharest,București,44.4100,26.0700,https://whitetigerarchery.ro/en/online-booking/,https://whitetigerarchery.ro/en/,+40 720 054 830,$$,all,Indoor range with beginner courses and equipment included; small-group coaching in English available on request.,provided,booking-required,"solo,small-group",$$,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,10:00-18:00,10:00-18:00,https://whitetigerarchery.ro/en/about-us/,Contact page lists details
bucharest-board-game-night-old-town,Bucharest Geek Hub,Strada Covaci 6,Bucharest,București,44.4305,26.1022,https://waze.com/ul/hd1u0g1q8p,https://www.facebook.com/bucharestgeekhub,+40 761 025 435,$$,all,"Cozy board-game café with a deep library, staff recommendations, and regular social nights in the heart of the Old Town.",provided,booking-optional,"friends,group,solo",$$,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-01:00,12:00-01:00,12:00-00:00,https://www.facebook.com/bucharestgeekhub,Hours per venue page/Waze
bucharest-board-game-night-old-town,Snakes & Wizards Board Game Café,Strada Ilarie Chendi 5,Bucharest,București,44.4540,26.1430,https://www.facebook.com/snwboardgames/,https://www.facebook.com/snwboardgames/,+40 757 295 388,$$,all,"Friendly board-game space with snacks, themed nights, and lots of modern strategy titles; great for mixed-level groups.",provided,booking-optional,"friends,group",$$,17:00-00:00,17:00-00:00,17:00-00:00,17:00-00:00,17:00-01:00,14:00-01:00,14:00-00:00,https://www.facebook.com/snwboardgames/,Waze shows similar hours
bucharest-pub-quiz-night,Mojo Music Club,Strada Lipscani 69,Bucharest,București,44.4329,26.1060,https://www.facebook.com/MojoMusicClub/events/,https://www.mojomusic.ro,+40 721 175 926,$$,all,Legendary Old Town multi-level venue hosting the Big British Bucharest Quiz plus live bands and karaoke through the week.,none,booking-recommended,"friends,group",$$,18:00-02:00,18:00-02:00,18:00-02:00,18:00-02:00,18:00-04:00,18:00-04:00,18:00-02:00,https://www.tripadvisor.com/Attraction_Review-g294458-d3404913-Reviews-Mojo_Music_Club-Bucharest.html,Quiz info via Instagram @bigbritishbucharestquiz
bucharest-pub-quiz-night,The PUB Universității,Bd. Regina Elisabeta 9,Bucharest,București,44.4352,26.1009,https://www.the-pub.ro/rezervari,https://www.the-pub.ro/,+40 728 843 782,$$,all,"Tap-your-own-beer tables, live music and weekly events; book a team table for themed quiz nights at Km 0.",none,booking-recommended,"friends,group",$$,12:00-00:00,12:00-00:00,12:00-00:00,12:00-00:00,12:00-02:00,12:00-02:00,12:00-00:00,https://www.the-pub.ro/,Hours typical; check events
bucharest-escape-room-marathon,The Void Escape Room,Strada Pitar Moș 21,Bucharest,București,44.4409,26.1008,https://thevoid.ro/en/bookings/,https://thevoid.ro/en/,+40 741 372 273,$$,all,"Immersive rooms (Coven, Madhouse, Tahicardia) with strong theming and tech; teams of 2–7; English-friendly staff.",none,booking-required,"friends,group,date",$$,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,10:00-23:00,10:00-22:00,https://thevoid.ro/en/,Bookings page lists pricing & slots
bucharest-escape-room-marathon,Inside Rooms,Strada Matei Basarab 48,Bucharest,București,44.4306,26.1157,https://insiderooms.ro/rezervari/,https://insiderooms.ro/,+40 769 322 733,$$,all,Three varied games with creative puzzles; 60–90 minute scenarios; close to Piața Unirii; English instructions available.,none,booking-required,"friends,group,date",$$,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,https://insiderooms.ro/contact/,Hours via contact page
bucharest-rooftop-dinner-nor,NOR Sky Casual Restaurant,Str. Barbu Văcărescu 201 (SkyTower),Bucharest,București,44.4786,26.1128,https://www.sevenrooms.com/experiences/norskycasualrestaurant,https://norbucharest.ro/,+40 745 055 555,$$$,all,Panoramic dining at the top of SkyTower with window tables for sunset views; refined Romanian-inspired menu.,none,booking-required,"date,small-group",$$$,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-00:00,12:00-00:00,12:00-23:00,https://norbucharest.ro/,Hours typical; confirm on booking
bucharest-rooftop-cocktails-linea,LINEA/Closer to the Moon,Strada Lipscani 17,Bucharest,București,44.4326,26.0984,https://booklinea.ro/,https://booklinea.ro/,+40 748 339 917,$$,shoulder,"Stylish rooftop with creative cocktails, photo-friendly décor and seasonal pop-ups; popular for golden-hour dates.",none,booking-recommended,"date,friends,small-group",$$,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-02:00,16:00-02:00,16:00-00:00,https://booklinea.ro/,Booking page
herastrau-private-boat-cruise,LaȘtunul Boats – Herăstrău Park,Aleea Michael Jackson 1 (Aviatorilor),Bucharest,București,44.4765,26.0865,https://www.facebook.com/lastunul/,https://www.facebook.com/lastunul/,+40 735 972 777,$$,summer,Rowboats and small electric boats for private laps around the lake; pay-by-time with optional extras.,provided,booking-optional,"date,small-group",$$,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-21:00,10:00-21:00,10:00-20:00,https://www.facebook.com/lastunul/,Seasonal hours; check weather
snagov-private-boat-cruise,Snagov Club Boats,"Str. Stejarului 1, Snagov",Snagov,Ilfov,44.6958,26.1884,https://snagovclub.ro/ro/rezervari/,https://snagovclub.ro/ro/,+40 21 351 20 11,$$,summer,Private skipper-led cruises; add sparkling wine or picnics; easy access from Bucharest (c. 40–60 min).,provided,booking-required,"date,small-group",$$,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-22:00,10:00-22:00,10:00-20:00,https://snagovclub.ro/ro/,Contact page
edenland-park-adventure,Edenland Park,Strada Cantonului 12,Balotești,Ilfov,44.6544,26.1000,https://www.edenland.ro/activities-and-costs/,https://www.edenland.ro/,+40 733 365 263,$$,shoulder,"Big forest adventure park with ziplines, aerial circuits, archery, paintball and cafés; close to city.",helmet,booking-required,"family,friends,group",$$,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,10:00-19:00,https://www.edenland.ro/contact-us/,Hours vary by season
comana-adventure-park,Parc Aventura Comana,"Str. Gelu Naum 607, Comana",Comana,Giurgiu,44.1160,26.1490,https://parcaventuracomana.ro/,https://www.facebook.com/parcaventuracomana/,+40 743 079 934,$$,shoulder,"Treetop routes, zipline and boats in a nature park; food stalls and shaded rest areas for families.",helmet,booking-recommended,"family,group,friends",$$,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-20:00,10:00-20:00,10:00-19:00,https://romaniatravel.guide/en/poi/leisure-park/comana-adventure-park/52737204/,Times vary seasonally
clinceni-tandem-skydiving,TNT Brothers – Clinceni DZ,"Str. Aeroportului 114, Cornetu",Clinceni,Ilfov,44.3570,25.9470,https://www.tnt-brothers.ro/en/homepage/,https://skydivestore.ro/contact-us/,+40 371 100 200,$$$,summer,Tandem skydives with video add-ons; modern aircraft; dropzone shop on site; weekends book up fast.,provided,booking-required,"solo,small-group",$$$,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,https://uspa.org/DZdetails?accountnumber=249223,Open days depend on weather
bucharest-squash-session,Squash4All,Calea Vitan 289,Bucharest,București,44.4160,26.1460,https://squash4all.ro/booking/,https://squash4all.ro/,+40 737 600 297,$$,all,"Five WSF-spec courts, coaching, and equipment rental; convenient for after-work play; online booking.",racket,booking-required,"solo,friends,group",$$,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,https://squash4all.ro/booking/,Hours per booking grid
bucharest-badminton-session,Badminton Armada (Elite Performance Center),"Calea Văcărești 391 (Sun Plaza, -1)",Bucharest,București,44.4070,26.1170,https://badmintonarmada.ro/rezervari/,https://badmintonarmada.ro/,+40 764 163 663,$$,all,Daily coached groups and open courts; easy online booking; rackets available; friendly club culture.,racket,booking-required,"solo,group,friends",$$,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-22:00,09:00-22:00,https://badmintonarmada.ro/,Hours typical; check schedule
cotroceni-ice-skating-session,Cotroceni on Ice (AFI Mall),Bd. Gen. Paul Teodorescu 4,Bucharest,București,44.4322,26.0608,https://patinoarafi.ro/en/home/,https://patinoarafi.ro/en/home/,+40 724 064 766,$$,winter,"Year-round indoor rink with rental skates, themed sessions and lessons; perfect rainy-day activity in AFI mall.",rental-gear,booking-optional,"family,friends,group",$$,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,12:00-21:30,12:00-21:30,https://patinoarafi.ro/en/home/,Session schedule on site
bucharest-archery-intro,White Tiger Archery,"Calea Rahovei 301, et. 8",Bucharest,București,44.4100,26.0700,https://whitetigerarchery.ro/en/online-booking/,https://whitetigerarchery.ro/en/,+40 720 054 830,$$,all,Indoor range with beginner courses and equipment included; small-group coaching in English available on request.,provided,booking-required,"solo,small-group",$$,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,10:00-18:00,10:00-18:00,https://whitetigerarchery.ro/en/about-us/,Contact page lists details
karaoke-night-mojo-bucharest,Mojo Music Club,Str. Lipscani 69,Bucharest,București,44.4318,26.1009,https://mojomusic.ro/,https://mojomusic.ro/,+40 737 220 220,$$,all,"Legendary Old Town spot with karaoke seven nights a week, live bands, sports screens, and late closing—perfect for big social nights.",none,booking-optional,"friends,group,solo",$$,17:00-05:00,17:00-05:00,17:00-05:00,17:00-05:00,17:00-05:00,17:00-05:00,17:00-05:00,https://www.tripadvisor.com/Attraction_Review-g294458-d2054204-Reviews-MOJO-Bucharest.html,Hours vary by event
bowling-billiards-trickshot,Trickshot Promenada,Calea Floreasca 246B (Promenada Mall),Bucharest,București,44.4787,26.1018,https://trickshot.ro/en/trickshot-promenada/,https://trickshot.ro/en/trickshot-promenada/,+40 31 005 2750,$$,all,"Sleek lanes, billiards and arcade games with a lively crowd, cocktails and a full kitchen—book lanes ahead for peak times.",none,booking-required,"friends,group,team",$$,09:00-24:00,09:00-24:00,09:00-24:00,09:00-24:00,09:00-24:00,09:00-24:00,09:00-24:00,https://trickshot.ro/en/contact/,Phone & hours on site
bowling-billiards-trickshot,Trickshot Mega Mall,Pierre de Coubertin 3-5 (Mega Mall),Bucharest,București,44.4377,26.1548,https://trickshot.ro/en/,https://trickshot.ro/en/,+40 31 005 2753,$$,all,"Bowling, billiards and arcade games under one roof with a restaurant vibe—good for big groups and birthdays.",none,booking-required,"friends,group,team",$$,10:00-24:00,10:00-24:00,10:00-24:00,10:00-24:00,10:00-24:00,10:00-24:00,10:00-24:00,https://trickshot.ro/en/contact/,
vr-arena-gateway-bucharest,Gateway VR Studio,Str. Izbiceni 117-119 (Cube Center),Bucharest,București,44.4805,26.0555,https://vrstudio.ro/en/,https://vrstudio.ro/en/,+40 745 577 900,$$,all,"Free-roam VR arenas, escape games and racing sims with hosts to guide newcomers; ideal for team events.",provided,booking-required,"friends,group,small-group",$$,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,10:00-23:00,10:00-22:00,https://vrstudio.ro/en/,Hours vary; check booking
escape-room-quest-bucharest,Escape Arena,Str. Spătarului 26,Bucharest,București,44.4401,26.1011,https://escapearena.ro/en/,https://escapearena.ro/en/,,$$,all,"Big, cinematic rooms (e.g., Indiana Jones) with 75-minute sessions; English-friendly staff.",none,booking-required,"friends,group,team",$$,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,10:00-23:00,10:00-22:00,https://www.tripadvisor.com/Attraction_Review-g294458-d10793280-Reviews-Escape_Arena-Bucharest.html,Phone shown after booking
escape-room-quest-bucharest,The Void Escape Room,Str. Pitar Moș 21,Bucharest,București,44.4396,26.1020,https://thevoid.ro/en/bookings/,https://thevoid.ro/en/,+40 741 372 273,$$,all,Award-nominated escape rooms like Tahicardia and Coven with strong storytelling and immersive tech.,none,booking-required,"friends,group,team",$$,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,10:00-23:00,10:00-22:00,https://thevoid.ro/en/contact-en/,
candlelight-concerts-bucharest,Candlelight Concerts (various venues),Multiple locations,Bucharest,București,44.4350,26.1025,https://feverup.com/en/bucharest/candlelight,https://feverup.com/en/bucharest/candlelight,,$$,all,"Intimate, candlelit performances across the city's prettiest halls; reserve seats directly in the app.",none,booking-required,"date,small-group",$$,18:00-22:00,18:00-22:00,18:00-22:00,18:00-22:00,18:00-22:30,18:00-22:30,18:00-22:00,https://feverup.com/en/bucharest/candlelight,Venue and hours vary per date
stargazing-urseanu-observatory,Observatorul Astronomic Amiral Vasile Urseanu,Bd. Lascăr Catargiu 21,Bucharest,București,44.4465,26.0969,https://observator.astronomiei.ro/,https://observator.astronomiei.ro/,+40 722 521 939,$,shoulder,"Public observation nights with telescopes and exhibitions; low-key, atmospheric date.",none,booking-optional,"date,small-group,solo",$,closed,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,closed,https://observator.astronomiei.ro/,Programs depend on weather
herastrau-lake-boat-ride,Debarcader Central Herăstrău (ALPAB),Parcul Regele Mihai I – Debarcader Central,Bucharest,București,44.4721,26.0822,https://alpab.ro/servicii-agrement/,https://alpab.ro/servicii-agrement/,,$,summer,"Rowboats, pedalos, and lake mini-cruises; pay-as-you-go with posted tariffs; easy date idea.",provided,booking-optional,"date,friends,small-group",$,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-20:00,09:00-20:00,09:00-19:00,https://agerpres.ro/administratie/2025/05/15/alpab-curse-zilnice-cu-vaporasul-si-plimbari-cu-barci-si-hidrobiciclete-pe-lacul-herastrau--1449517,Seasonal hours
karting-bucharest,VMAX Karting Romexpo,"Romexpo, Pavilioanele C4–C5, Bd. Mărăști 65–67",Bucharest,București,44.4733,26.0769,https://vmaxromexpo.ro/,https://vmaxromexpo.ro/,+40 760 100 855,$$,all,Multi-level indoor electric karting with live timing and lounge; arrive & drive or events.,provided,booking-optional,"friends,group,team",$$,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,12:00-22:00,10:00-22:00,10:00-22:00,https://vmaxromexpo.ro/contact/,Walk-in waits on weekends
karting-bucharest,AMCKart Tunari,"DNCB 5A (Centura), Tunari, Ilfov",Tunari,Ilfov,44.5415,26.1205,https://www.amckart.ro/tarife/,https://www.amckart.ro/,+40 741 100 700,$$,all,1.24-km outdoor circuit with multiple kart classes and night lighting; gear available on site.,provided,booking-optional,"friends,group,team",$$,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,https://www.amckart.ro/,Check tariffs page
indoor-climbing-bucharest,Vertical Spirit (Baicului),Șos. Electronicii/Str. Baicului 80,Bucharest,București,44.4500,26.1480,https://verticalspirit.ro/,https://verticalspirit.ro/,,$$,all,"Big routes, auto-belays and classes; rental gear on site—great for beginners and training.",rental-gear,booking-optional,"solo,friends,group",$$,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,10:00-21:00,10:00-21:00,https://www.tripadvisor.com/Attraction_Review-g294458-d8634841-Reviews-Vertical_Spirit-Bucharest.html,Exact hours vary
laser-tag-bucharest,LaserMaxx (Vitan/Unirii),Șos. Vitan-Bârzești 7A,Bucharest,București,44.3985,26.1305,https://lasermaxx.ro/,https://lasermaxx.ro/,,$$,all,Neon maze arena with vests and real-time scoring; group packages and unlimited-play deals mid-week.,provided,booking-required,"friends,group,team",$$,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-23:00,12:00-23:00,12:00-22:00,https://lasermaxx.ro/,See site for slots
laser-tag-bucharest,Laser Megazone (Titan Park),Bd. Liviu Rebreanu 23–25,Bucharest,București,44.4169,26.1705,https://www.tripadvisor.com/Attraction_Review-g294458-d6514584-Reviews-Laser_Megazone-Bucharest.html,https://www.tripadvisor.com/Attraction_Review-g294458-d6514584-Reviews-Laser_Megazone-Bucharest.html,,$$,all,Popular arena near Titan Park; glow-lit labyrinth and session packages for groups and parties.,provided,booking-required,"friends,group,team",$$,16:00-23:30,16:00-23:30,16:00-23:30,16:00-23:30,16:00-23:30,14:00-23:30,14:00-23:30,https://www.tripadvisor.com/Attraction_Review-g294458-d6514584-Reviews-Laser_Megazone-Bucharest.html,Hours from TA listing
padel-romexpo,PadelX Romexpo Courts,"Romexpo, Bd. Mărăști 65–67",Bucharest,București,44.4765,26.0710,https://playtomic.io/padelx-romexpo-bucharest/venues,https://playtomic.io/padelx-romexpo-bucharest/venues,,$$,all,"Modern padel club with multiple courts, socials and coaching; rent rackets/balls when you book.",rental-gear,booking-required,"friends,group,small-group",$$,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,https://playtomic.io/padelx-romexpo-bucharest/venues,Use Playtomic app
five-a-side-football-bucharest,ARGMAN Football Complex,Șos. Vitan-Bârzești 7D,Bucharest,București,44.3941,26.1315,https://argman.ro/,https://argman.ro/,,$$,all,Multiple quality turf pitches with lights and changing rooms; book recurring evening slots for leagues.,none,booking-required,"friends,team,group",$$,16:00-23:00,16:00-23:00,16:00-23:00,16:00-23:00,16:00-23:30,09:00-23:30,09:00-23:00,https://argman.ro/,South side; hours vary seasonally
